location,lat,lon,type,name,osm_id
Manchester,53.4849662,-2.2431067,bar,Garten Bar,11993280279
Manchester,53.4851101,-2.2358383,massage,Smile Thai Massage,11993312625
Manchester,53.4847284,-2.2365144,restaurant,TNQ The Northern Quarter Restaurant,11993312636
Manchester,53.4846445,-2.2366857,restaurant,63 Degrees,11993312637
Manchester,53.4845593,-2.2368432,restaurant,Liquor & Burn,11993312639
Manchester,53.4835463,-2.2372487,pub,Abel Heywood,12000992656
Manchester,53.484164,-2.2362201,shoes,KershKicks,12000992663
Manchester,53.4840133,-2.2359909,general,Deadstock General Store,12001023870
Manchester,53.483741,-2.2349319,interior_decoration,Select Interiors,12001023873
Manchester,53.4839663,-2.2345892,hairdresser,RPB,12001023876
Manchester,53.4840535,-2.2344599,books,Queer Lit,12001023887
Manchester,53.4840958,-2.2344063,alcohol,Tib Street Off Licence Newsagent,12001023888
Manchester,53.484198,-2.2344928,hairdresser,RCNQ,12001023889
Manchester,53.4841948,-2.2343158,beauty,Classy Nails & Beauty,12001023891
Manchester,53.4842271,-2.2342387,hairdresser,P & D Hair Cutters NQ,12001023892
Manchester,53.48461,-2.2336985,hairdresser,Melissa Timperley,12001023897
Manchester,53.4844336,-2.2347619,pub,The Wheatsheaf,12003596216
Manchester,53.4849138,-2.2322185,beauty,Savannah,12003623362
Manchester,53.4739097,-2.2422952,vending_machine,Unknown,12003646556
Manchester,53.4740199,-2.2424176,cafe,Costa,12003646557
Manchester,53.4739624,-2.2425645,bicycle_parking,Unknown,12003646558
Manchester,53.4737712,-2.2421308,vending_machine,Unknown,12003646559
Manchester,53.4737646,-2.242062,bench,Unknown,12003646560
Manchester,53.4737738,-2.2422168,bench,Unknown,12003646561
Manchester,53.4737785,-2.2423926,bench,Unknown,12003646562
Manchester,53.4851865,-2.2309388,parking_entrance,Unknown,12003699575
Manchester,53.4855922,-2.2306983,cafe,Cuppello's,12006526515
Manchester,53.4855364,-2.2308189,hairdresser,Charcoal Male Grooming,12006526519
Manchester,53.490104,-2.219673,convenience,Best-one,12007609452
Manchester,53.4902593,-2.2202773,place_of_worship,The Mandate Church,12007609453
Manchester,53.4901571,-2.2197925,pharmacy,Haven Pharmacy,12007609454
Manchester,53.4842454,-2.2304931,car_repair,Blossom Motor Company,12010012410
Manchester,53.4842029,-2.229853,pub,Edinburgh Castle,12010012415
Manchester,53.4843177,-2.2300641,wine,KERB,12010012418
Manchester,53.4843555,-2.2301359,alcohol,The Epicurean,12010012422
Manchester,53.4846181,-2.2306211,wholesale,SAM Knitwear Ltd,12010012423
Manchester,53.484686,-2.2304115,wholesale,Chelsea Childrens Wear Ltd,12010012424
Manchester,53.4849157,-2.2297187,events_venue,Hallé at St Michaels,12010012431
Manchester,53.4851041,-2.2275384,wine,Blossom Street Social Shop,12012841834
Manchester,53.4864978,-2.2281029,charity,Mustard Tree,12015051322
Manchester,53.4867511,-2.227371,alcohol,Sam's Wine Cellar,12015051343
Manchester,53.4867838,-2.2272812,cafe,Enne's Cafe,12015051344
Manchester,53.4868049,-2.2272309,skate,Hive Skate Hub,12015051345
Manchester,53.4868428,-2.227192,fast_food,Ritz Grill,12015051346
Manchester,53.4868644,-2.2271363,fast_food,China Express,12015051347
Manchester,53.4869363,-2.2269545,fast_food,VNAM,12015051365
Manchester,53.4869629,-2.2269091,hairdresser,Boss Lady's Hair Salon,12015051366
Manchester,53.4869849,-2.2268544,hairdresser,Royal Barbers,12015051367
Manchester,53.4870036,-2.2267966,fast_food,Pho No_1,12015051368
Manchester,53.4870275,-2.2267296,fast_food,Bei Hai Dao,12015053769
Manchester,53.4870486,-2.2266633,dance,Master Chu's Dragon & Lion Dancing Club,12015053770
Manchester,53.4812305,-2.2567218,bicycle_parking,Unknown,12015106189
Manchester,53.4866477,-2.2276901,newsagent,Hasnain News,12015814890
Manchester,53.4866517,-2.2277172,atm,Unknown,12015814891
Manchester,53.4828783,-2.228925,convenience,MM2 Local,12016487232
Manchester,53.4840302,-2.2298297,college,Ada National College for Digital Skills,12016487235
Manchester,53.4835686,-2.2291567,restaurant,Blue Eyed Panda,12016487237
Manchester,53.4860855,-2.215964,hairdresser,Blush Hair & Beauty,12036666018
Manchester,53.486801,-2.2166645,bench,Unknown,12036679696
Manchester,53.4867891,-2.2165428,bench,Unknown,12036679697
Manchester,53.4867121,-2.2164735,bench,Unknown,12036679698
Manchester,53.486647,-2.2165444,bench,Unknown,12036679699
Manchester,53.4857018,-2.2156538,place_of_worship,Church of the Apostles,12041468211
Manchester,53.492344,-2.2231361,place_of_worship,Christ Temple International Church,12054020698
Manchester,53.491991,-2.22282,newsagent,Osborne News,12054067841
Manchester,53.4979773,-2.2352478,restaurant,Nando's,12057775459
Manchester,53.4979413,-2.2348977,fast_food,KFC,12057775467
Manchester,53.4972204,-2.2355321,clothes,Nike,12057841296
Manchester,53.4973562,-2.2352797,clothes,Next,12057841297
Manchester,53.4973125,-2.2346278,houseware,Julian Charles Home,12057841298
Manchester,53.4861338,-2.2254908,wholesale,D. M. Miller Carpet Wholesaler,12059902305
Manchester,53.4859534,-2.2260638,wholesale,Powells Tea & Coffee,12059902308
Manchester,53.4859072,-2.2261871,wholesale,Wholesale Budget Flooring,12059902309
Manchester,53.4805972,-2.2371852,fast_food,Bunsik,12063333169
Manchester,53.4849325,-2.2259628,nightclub,Sankeys,12077070827
Manchester,53.4865506,-2.236069,bar,Pot Kettle Black,12077141969
Manchester,53.4866679,-2.2417054,pub,Victoria Tap,12077149669
Manchester,53.4771122,-2.2269966,bar,Balance Taproom,12092160669
Manchester,53.4771587,-2.2272279,fitness_centre,Mixed Martial Arts,12092160769
Manchester,53.4799543,-2.2373414,fast_food,Eat Italian Manchester,12092188430
Manchester,53.4872024,-2.2264345,bicycle_parking,Unknown,12122535415
Manchester,53.4820135,-2.2349753,bar,Mala,12148178279
Manchester,53.4786544,-2.2340567,waste_basket,Unknown,12161438192
Manchester,53.4850243,-2.2501591,bench,Unknown,12161541029
Manchester,53.4849581,-2.2500292,bench,Unknown,12161547088
Manchester,53.4850141,-2.250122,bench,Unknown,12161547089
Manchester,53.4827247,-2.2507305,waste_basket,Unknown,12161564643
Manchester,53.4819769,-2.2532712,waste_basket,Unknown,12161568586
Manchester,53.4849662,-2.2500672,waste_basket,Unknown,12161581739
Manchester,53.4822342,-2.2523903,waste_basket,Unknown,12161589236
Manchester,53.4849349,-2.2499937,bench,Unknown,12161590264
Manchester,53.4849928,-2.2500927,bench,Unknown,12161590910
Manchester,53.4818393,-2.253526,waste_basket,Unknown,12161611660
Manchester,53.4804592,-2.2571556,bench,Unknown,12161640289
Manchester,53.4803481,-2.2570088,bench,Unknown,12161653906
Manchester,53.4802839,-2.2569862,bench,Unknown,12161656123
Manchester,53.4751648,-2.2638792,waste_basket,Unknown,12161665536
Manchester,53.4767546,-2.263118,waste_basket,Unknown,12161667201
Manchester,53.4743417,-2.2640533,waste_basket,Unknown,12161667510
Manchester,53.4685068,-2.2623713,waste_basket,Unknown,12161684955
Manchester,53.4692368,-2.2656438,bench,Unknown,12161690981
Manchester,53.4711315,-2.2613488,convenience,Tesco Express,12161691000
Manchester,53.4747158,-2.2560445,waste_basket,Unknown,12161723037
Manchester,53.471101,-2.2612542,atm,Unknown,12161723648
Manchester,53.4743129,-2.2584371,waste_basket,Unknown,12161726717
Manchester,53.4692899,-2.2655129,bench,Unknown,12161729294
Manchester,53.4693195,-2.2655312,bench,Unknown,12161734629
Manchester,53.4684861,-2.2630732,bench,Unknown,12161734657
Manchester,53.4686643,-2.2628056,bench,Unknown,12161734658
Manchester,53.4686279,-2.2617717,waste_basket,Unknown,12161735422
Manchester,53.4692076,-2.2656658,bench,Unknown,12161737172
Manchester,53.4685339,-2.2628482,waste_basket,Unknown,12161737837
Manchester,53.4685049,-2.2628173,bench,Unknown,12161740017
Manchester,53.4744464,-2.2569434,waste_basket,Unknown,12161775108
Manchester,53.4781892,-2.230726,vending_machine,Unknown,12161779010
Manchester,53.4770805,-2.2329215,waste_basket,Unknown,12161783186
Manchester,53.4769809,-2.2332494,vending_machine,Unknown,12161814985
Manchester,53.4873975,-2.2358799,bicycle_parking,Unknown,12182642917
Manchester,53.4861768,-2.2341859,bicycle_parking,Unknown,12182660900
Manchester,53.4790921,-2.2223188,bicycle_parking,Unknown,12188205358
Manchester,53.4788829,-2.2228757,bicycle_parking,Unknown,12188209350
Manchester,53.4788493,-2.2227089,bicycle_parking,Unknown,12188218664
Manchester,53.4803175,-2.2236092,e-cigarette,The Vape Lounge,12199047942
Manchester,53.4819452,-2.2479387,beauty,Bobbi Brown,12207590390
Manchester,53.4818894,-2.2477643,beauty,Clinique,12207590391
Manchester,53.4818894,-2.2480031,beauty,Estee Lauder,12207590392
Manchester,53.4816212,-2.2471018,cafe,Café W,12207590393
Manchester,53.4815175,-2.2465386,department_store,The White Company,12207590394
Manchester,53.4807274,-2.246265,jobcentre,BMS Performance,12207590395
Manchester,53.4805874,-2.245627,restaurant,My Thai Restaurant,12207590396
Manchester,53.480403,-2.2452784,restaurant,Wright's Fish & Chips,12207590397
Manchester,53.4797941,-2.2458529,cafe,Ditto Coffee,12207590399
Manchester,53.479216,-2.2461692,bar,Slug & Lettuce - Albert Square Manchester,12207590400
Manchester,53.4790431,-2.2472859,bar,Speak In Code,12207675401
Manchester,53.4790431,-2.2470148,restaurant,MNKY HSE Manchester,12207675402
Manchester,53.4791046,-2.2477797,bar,The Old Nags Head,12207675403
Manchester,53.4791872,-2.2484382,restaurant,Gusto Italian,12207675404
Manchester,53.4776145,-2.2490713,restaurant,Italiana Fifty Five Great Northern,12207675405
Manchester,53.4775412,-2.2488591,bar,Whistle Punks Urban Axe Throwing Manchester,12207675406
Manchester,53.4775249,-2.2490987,restaurant,Fat Hippo Manchester L7,12207675407
Manchester,53.4770893,-2.2493875,games,Rocket Steps Creative Studio,12207675408
Manchester,53.4775242,-2.2447571,restaurant,Adam Reid at The French,12207675409
Manchester,53.4773051,-2.245452,hairdresser,Joseph Elliot Hairdressing,12207675410
Manchester,53.4766461,-2.2445704,luggage_locker,Unknown,12207675411
Manchester,53.4771199,-2.244223,cafe,Gio's,12207675412
Manchester,53.4828121,-2.2370842,cafe,PappaRoti,12246750507
Manchester,53.4735242,-2.2356695,grit_bin,Unknown,12247974134
Manchester,53.4727773,-2.2377893,bar,Tap House Manchester,12248005347
Manchester,53.4728305,-2.2376066,cafe,Tiori,12248033397
Manchester,53.4736812,-2.235533,bench,Unknown,12248033398
Manchester,53.4736925,-2.2354597,bench,Unknown,12248038514
Manchester,53.4736291,-2.2355863,recycling,Unknown,12248038755
Manchester,53.4737064,-2.2353755,bench,Unknown,12248044929
Manchester,53.4732534,-2.2395041,convenience,Asda Express,12248184543
Manchester,53.4695829,-2.2230898,bicycle_parking,Unknown,12250126957
Manchester,53.4781333,-2.2374411,parcel_locker,Unknown,12253254125
Manchester,53.4760973,-2.2424054,bicycle_parking,Unknown,12273088686
Manchester,53.4745325,-2.2414044,waste_basket,Unknown,12273094904
Manchester,53.4772955,-2.2399761,waste_basket,Unknown,12273096712
Manchester,53.47699,-2.2409208,vending_machine,Unknown,12273098080
Manchester,53.4761969,-2.2422637,waste_basket,Unknown,12273124533
Manchester,53.477878,-2.239475,waste_basket,Unknown,12273127815
Manchester,53.4765685,-2.2412753,vending_machine,Unknown,12273133729
Manchester,53.4758319,-2.2421398,waste_basket,Unknown,12273133842
Manchester,53.477107,-2.2407125,waste_basket,Unknown,12273139483
Manchester,53.4737693,-2.2420157,recycling,Unknown,12273222751
Manchester,53.473764,-2.2420159,waste_basket,Unknown,12273224385
Manchester,53.4832597,-2.2239623,hairdresser,Marina Salon by FKZ,12296987432
Manchester,53.4832067,-2.2238485,cafe,Café 90 Delice,12296987433
Manchester,53.4831175,-2.2236532,bar,Finders Keepers,12296987434
Manchester,53.4839048,-2.2533037,platform,Salford Quay Street (Stop WU),12346938702
Manchester,53.483979,-2.2334659,convenience,Sainsbury's Local,12379257254
Manchester,53.4806937,-2.2424314,restaurant,Lucky Cat by Gordon Ramsay,12407543104
Manchester,53.4859216,-2.2368626,fast_food,Loaded Garlic Bread,12432926601
Manchester,53.4769642,-2.2501464,cafe,Fort,12438538122
Manchester,53.4779493,-2.2495676,mobile_phone,A-Z Electronics,12438538123
Manchester,53.477837,-2.2496331,restaurant,Suki Suki,12438539484
Manchester,53.4760498,-2.2506839,tattoo,Ohla Tattoo,12438546292
Manchester,53.4670097,-2.2329906,food_court,The Market,12479603529
Manchester,53.4793036,-2.2366809,waste_basket,Unknown,12492657219
Manchester,53.4807656,-2.2354586,waste_basket,Unknown,12509999139
Manchester,53.4822404,-2.2404931,fast_food,Greggs,12529683737
Manchester,53.4839964,-2.2273734,hairdresser,Duffy's Barbers,12529880941
Manchester,53.4839182,-2.2275933,deli,Ancoats Deli,12529880942
Manchester,53.4848436,-2.2261034,cafe,Just Between Friends,12529880943
Manchester,53.4750943,-2.235213,community_centre,LGBT Foundation,12546121268
Manchester,53.4800475,-2.2490304,restaurant,Sexy Fish,12556909099
Manchester,53.4836582,-2.2310593,fast_food,Soul and Surf,12607127922
Manchester,53.4649275,-2.2319754,bar,Kro bar,12622991895
Manchester,53.4812025,-2.2322828,restaurant,Cardinal Rule,12639683701
Manchester,53.4846928,-2.2395822,bar,The Washhouse,12639687201
Manchester,53.4728912,-2.2477303,restaurant,Ribeye Steakhouse,12666422428
Manchester,53.4727938,-2.2473575,fitness_centre,PureGym,12666422429
Manchester,53.4736208,-2.2480468,miniature_golf,Junkyard Golf,12666422430
Manchester,53.4708732,-2.2380831,telephone,Unknown,12715679921
Manchester,53.4708504,-2.238104,telephone,Unknown,12715679922
Manchester,53.4747655,-2.2382185,cafe,Seesaw,12729056169
Manchester,53.4875925,-2.2435875,motorcycle_parking,Unknown,12731775092
Manchester,53.4876215,-2.243505,bench,Unknown,12731868975
Manchester,53.464621,-2.2325749,hairdresser,Union Hair,12738894701
Birmingham,52.4884768,-1.8711959,stop_position,Duddeston,672701
Birmingham,52.4722127,-1.877661,station,Bordesley,20984401
Birmingham,52.4834796,-1.8992405,station,Birmingham Snow Hill,20984433
Birmingham,52.4773879,-1.8806418,post_box,Unknown,32429166
Birmingham,52.4758687,-1.8885138,post_box,Unknown,32430139
Birmingham,52.4837419,-1.8789566,fuel,Gulf,32519625
Birmingham,52.4784227,-1.889577,cafe,BRIG Café at The Warehouse,81440685
Birmingham,52.477658,-1.8986665,stop_position,Birmingham New Street,178947934
Birmingham,52.4789265,-1.8919731,stop_position,Unknown,181306846
Birmingham,52.4870085,-1.9125779,clock,Chamberlain Clock,187104810
Birmingham,52.4899309,-1.9142628,stop_position,Jewellery Quarter,187104817
Birmingham,52.4798202,-1.9113183,post_box,Unknown,240083964
Birmingham,52.4800009,-1.9107839,telephone,Unknown,240083966
Birmingham,52.478105,-1.9117119,atm,Unknown,245479687
Birmingham,52.4772535,-1.9116812,telephone,Unknown,245479692
Birmingham,52.4778206,-1.9133932,post_box,Unknown,245479702
Birmingham,52.4782744,-1.9126816,restaurant,Las Iguanas,245554603
Birmingham,52.4784298,-1.9123754,bar,All Bar One,245554605
Birmingham,52.4782683,-1.9120275,pub,Pitcher & Piano,245554606
Birmingham,52.4772005,-1.9155627,post_box,Unknown,245560030
Birmingham,52.476165,-1.9144836,bicycle_parking,Sheepcote Street,245560149
Birmingham,52.4756526,-1.9139177,telephone,Unknown,245560545
Birmingham,52.487234,-1.9047842,stop_position,Saint Paul's,246561591
Birmingham,52.4896794,-1.913704,station,Jewellery Quarter,249663867
Birmingham,52.5035071,-1.893316,post_box,Unknown,249814373
Birmingham,52.5031485,-1.8874977,telephone,Unknown,249814374
Birmingham,52.502528,-1.8954395,post_box,Unknown,249814378
Birmingham,52.484132,-1.8851946,parking_entrance,Unknown,250212742
Birmingham,52.4821661,-1.885354,post_box,Unknown,250402417
Birmingham,52.4872332,-1.8962275,post_box,Unknown,250417768
Birmingham,52.4893142,-1.8991368,post_box,Unknown,250417829
Birmingham,52.4909764,-1.889415,post_box,Unknown,250542507
Birmingham,52.4918183,-1.9117055,post_box,Unknown,250542538
Birmingham,52.5000719,-1.8799856,post_box,Unknown,252434141
Birmingham,52.4954017,-1.8879329,post_box,Unknown,252452380
Birmingham,52.4986965,-1.8882411,post_box,Unknown,252452404
Birmingham,52.5013366,-1.8874558,post_box,Unknown,252452419
Birmingham,52.4912144,-1.8848866,parking,Unknown,256241526
Birmingham,52.4896597,-1.8838192,fuel,Unknown,256242383
Birmingham,52.4774395,-1.8987048,stop_position,Birmingham New Street,256777152
Birmingham,52.4753014,-1.8884997,bus_station,Birmingham Coach Station,256907768
Birmingham,52.4978434,-1.8683034,chemist,Adams Pharmacy,258079385
Birmingham,52.4964816,-1.8777451,cafe,Roy's Rolls,258083090
Birmingham,52.4977705,-1.8712154,restaurant,Johnny Wong,258084022
Birmingham,52.4974679,-1.871025,restaurant,Wing Wah,258084023
Birmingham,52.4765251,-1.9121985,pub,The Figure of Eight,258179670
Birmingham,52.4979534,-1.868162,convenience,Unknown,258358277
Birmingham,52.4869746,-1.8770077,nightclub,Vauxhall Sports and Social Club,258359920
Birmingham,52.4989166,-1.9006714,post_box,Unknown,260477918
Birmingham,52.4973923,-1.8963546,post_box,Unknown,260481460
Birmingham,52.4973531,-1.8963114,bicycle_parking,Unknown,260493071
Birmingham,52.4955731,-1.9013038,post_box,Unknown,260493097
Birmingham,52.5014713,-1.9025962,post_box,Unknown,268144901
Birmingham,52.4755449,-1.9137323,telephone,Unknown,269659403
Birmingham,52.4702762,-1.892912,parking,Unknown,270946080
Birmingham,52.4775607,-1.9106771,pub,Tap & Spile,273095476
Birmingham,52.4715557,-1.9059181,post_box,Unknown,273097720
Birmingham,52.4812042,-1.9147936,post_box,Unknown,273099274
Birmingham,52.4752722,-1.9065476,pub,Pennyblacks,273101683
Birmingham,52.4766912,-1.9041632,parking,The Mailbox,273109926
Birmingham,52.4969903,-1.9070496,parking,Unknown,281471098
Birmingham,52.4997217,-1.90671,post_box,Unknown,281518089
Birmingham,52.4986259,-1.9101027,post_box,Unknown,281518235
Birmingham,52.4973759,-1.9041482,parking,Unknown,281518253
Birmingham,52.4765693,-1.8941209,bicycle_parking,Edgbaston Street Markets,291930769
Birmingham,52.4929431,-1.9166022,post_box,Unknown,298986183
Birmingham,52.4859737,-1.9189983,telephone,Unknown,303355540
Birmingham,52.494792,-1.9134667,post_box,Unknown,305141950
Birmingham,52.4950202,-1.9139915,telephone,Unknown,305141951
Birmingham,52.4891643,-1.907972,platform,Great Hampton St / Hall St,308390082
Birmingham,52.4823286,-1.9006886,post_box,Unknown,309434190
Birmingham,52.4815086,-1.9042489,post_box,Unknown,309434194
Birmingham,52.4785706,-1.9046559,platform,PC4,310429179
Birmingham,52.4834301,-1.8948432,courthouse,Juvenile Court,310639658
Birmingham,52.4820986,-1.8980895,post_box,Unknown,310645787
Birmingham,52.4789582,-1.8997018,pub,The Shakespeare,310650881
Birmingham,52.4822829,-1.8925829,pub,Scruffy Murphy's,310672093
Birmingham,52.480411,-1.9021537,cafe,Starbucks,310673285
Birmingham,52.481209,-1.9011916,fast_food,Pret A Manger,310674197
Birmingham,52.4804067,-1.9003852,fast_food,Philpotts Sandwiches,310674204
Birmingham,52.4801211,-1.8990618,restaurant,Las Iguanas,310674206
Birmingham,52.4791439,-1.9012564,restaurant,La Galleria,310675208
Birmingham,52.4805514,-1.8983632,post_box,Unknown,310679139
Birmingham,52.4802536,-1.900623,post_box,Unknown,310681440
Birmingham,52.4820214,-1.9002284,restaurant,The Roebuck,312285158
Birmingham,52.4819407,-1.9031639,cafe,Café Costes,312286093
Birmingham,52.481549,-1.8967077,confectionery,Druckers,312556773
Birmingham,52.4818844,-1.8930564,platform,PQ8,312616825
Birmingham,52.4824488,-1.8944328,convenience,Sainsbury's Local,312616846
Birmingham,52.4824426,-1.8942065,post_box,Unknown,312616849
Birmingham,52.4818898,-1.8942223,telephone,Unknown,312628818
Birmingham,52.4804159,-1.8944688,telephone,Unknown,312628823
Birmingham,52.4802983,-1.8946065,post_box,Unknown,312628825
Birmingham,52.4802938,-1.8946015,post_box,Unknown,312628826
Birmingham,52.4802873,-1.8945943,post_box,Unknown,312628827
Birmingham,52.4787849,-1.8969378,clothes,Venue,312743999
Birmingham,52.480468,-1.8955226,cafe,Nata,312747309
Birmingham,52.4803168,-1.8954892,cafe,Yum Yum,312747310
Birmingham,52.4803654,-1.8951514,restaurant,Pizza Hut,312747313
Birmingham,52.4803041,-1.8951985,bank,My Home,312747314
Birmingham,52.4766517,-1.8974579,post_box,Unknown,313147089
Birmingham,52.4805095,-1.8974017,fast_food,Greggs,313192446
Birmingham,52.4805586,-1.8974849,fast_food,McDonald's,313192447
Birmingham,52.4806076,-1.8975681,fast_food,Jacqks,313192448
Birmingham,52.4798012,-1.898228,pub,The Windsor,313192892
Birmingham,52.4784708,-1.9006855,telephone,Unknown,313201311
Birmingham,52.477251,-1.9012158,nightclub,Club Retro,313203126
Birmingham,52.4775279,-1.9013316,casino,Grosvenor G Casino,313203127
Birmingham,52.4763774,-1.9012069,bicycle_parking,John Bright Street,313203146
Birmingham,52.4750228,-1.8995917,fast_food,No 1,313218278
Birmingham,52.475072,-1.8994102,restaurant,Spices of India,313218281
Birmingham,52.4751464,-1.8992901,fast_food,Caspian Pizza,313218283
Birmingham,52.4750931,-1.8992603,restaurant,The Royal Bengal,313218284
Birmingham,52.475008,-1.8997475,telephone,Unknown,313219609
Birmingham,52.476434,-1.8980058,restaurant,Taj Mahal,313224757
Birmingham,52.4763473,-1.8979118,cafe,The Little Tea Shop,313224758
Birmingham,52.47621,-1.8975976,pub,Sunflower Lounge,313224759
Birmingham,52.4763064,-1.8974032,fast_food,Subway,313224760
Birmingham,52.4755703,-1.8971548,restaurant,Big Wok,315463319
Birmingham,52.4753983,-1.8968091,restaurant,Chung Ying,315463320
Birmingham,52.475051,-1.8966997,restaurant,Happy Lamb Hot Pot,315463321
Birmingham,52.4756169,-1.8964855,restaurant,China Court,315463322
Birmingham,52.4758645,-1.8965437,restaurant,Tung Lok,315463323
Birmingham,52.4758058,-1.8967204,restaurant,Peach Garden,315463324
Birmingham,52.475622,-1.8967478,restaurant,China Town Noodle Bar,315463325
Birmingham,52.4751149,-1.8972149,nightclub,Bambu,315463326
Birmingham,52.4750428,-1.8972993,restaurant,Malaysian Delight,315463327
Birmingham,52.4750236,-1.8974848,fast_food,Mr Egg,315463329
Birmingham,52.4750177,-1.8982465,restaurant,Chung Ying Garden,315463332
Birmingham,52.474787,-1.8985649,bar,Rabbean,315463333
Birmingham,52.4745295,-1.8989377,restaurant,Stageside,315463335
Birmingham,52.4747679,-1.8972386,nightclub,101 Nightclub,315463336
Birmingham,52.4748499,-1.8970722,nightclub,Reflex,315463337
Birmingham,52.4745187,-1.8969633,pub,The Sly Old Fox,315464176
Birmingham,52.4753721,-1.8979218,fast_food,Santorini tapas bar and grill,315464179
Birmingham,52.4762256,-1.8928618,platform,MK3,315464880
Birmingham,52.4759946,-1.8934281,platform,MK2,315464883
Birmingham,52.4759098,-1.8936908,platform,MK1,315464884
Birmingham,52.4742518,-1.8993229,nightclub,Scarlets,315465079
Birmingham,52.4738716,-1.9002082,car_rental,Avis,315465127
Birmingham,52.4829112,-1.9044436,restaurant,Milan,316757450
Birmingham,52.4832031,-1.9056854,restaurant,Itihaas,316757451
Birmingham,52.4831154,-1.9053989,post_box,Unknown,316757453
Birmingham,52.4828329,-1.9050025,telephone,Unknown,316757454
Birmingham,52.4819558,-1.9042702,telephone,Unknown,316758129
Birmingham,52.4843359,-1.8983732,platform,SQ4,316790191
Birmingham,52.4746932,-1.8970555,pub,The Green Room,319266429
Birmingham,52.4743083,-1.8967181,pub,The Dragon Inn,319266430
Birmingham,52.47475,-1.8977094,restaurant,Red Hot,319267633
Birmingham,52.4736846,-1.8964298,restaurant,Legend,319268744
Birmingham,52.4744573,-1.8964129,restaurant,Festival Balti,319268745
Birmingham,52.474368,-1.89645,restaurant,Las Iguanas,319268746
Birmingham,52.4746519,-1.8958633,bar,Missoula,319268747
Birmingham,52.4744137,-1.8961689,bar,indi,319268748
Birmingham,52.474853,-1.8962009,bar,Sobar,319268749
Birmingham,52.4745813,-1.8965974,bar,Poppy Red,319268750
Birmingham,52.4747011,-1.8966251,bar,Arca Bar,319268757
Birmingham,52.4750953,-1.8956323,restaurant,Sum Ye,319268758
Birmingham,52.4750471,-1.8956755,cafe,Café Soya,319268759
Birmingham,52.4749024,-1.8958053,restaurant,Arcadian Palace,319268760
Birmingham,52.4752358,-1.8958827,supermarket,Day In Supermarket,319268761
Birmingham,52.4756157,-1.8878386,platform,DS4,319282466
Birmingham,52.4755284,-1.8880958,platform,DS6,319282467
Birmingham,52.4756235,-1.887528,pub,Digbeth Works,319282472
Birmingham,52.4754777,-1.8872765,fast_food,Subway,319282475
Birmingham,52.471726,-1.8818052,cafe,CG's Cafe,319520053
Birmingham,52.4708012,-1.8850621,post_box,Unknown,319521743
Birmingham,52.4725394,-1.8834045,platform,Bradford St / Alcester St,319522371
Birmingham,52.46988,-1.8954477,telephone,Unknown,319527816
Birmingham,52.4688479,-1.8946093,platform,Gooch St / Barford St,319527819
Birmingham,52.4732829,-1.8968728,restaurant,Jacky's Kitchen,319527824
Birmingham,52.4732052,-1.8963264,restaurant,The Loft Lounge,319527825
Birmingham,52.4745762,-1.8828087,post_box,Unknown,319530689
Birmingham,52.4746657,-1.8847012,platform,High St / Gibb St,319530693
Birmingham,52.4746009,-1.8855638,telephone,Unknown,319530694
Birmingham,52.4755367,-1.8883759,bicycle_parking,Unknown,319530719
Birmingham,52.4753716,-1.8878136,telephone,Unknown,319530720
Birmingham,52.4782787,-1.8896898,bicycle_parking,Allison Street,319531400
Birmingham,52.4781207,-1.8898739,parking,Unknown,319531403
Birmingham,52.474488,-1.8890501,platform,DS9,319539772
Birmingham,52.473894,-1.8874299,platform,Bradford St / Birmingham Coach Station,319539773
Birmingham,52.4714198,-1.8943187,platform,Sherlock St / Lower Essex St,319539779
Birmingham,52.4730328,-1.8938242,platform,Pershore St / Birmingham Wholesale Market,319539783
Birmingham,52.4767614,-1.8940747,restaurant,Wagamama,319539796
Birmingham,52.4735152,-1.8963066,convenience,Tesco Express,319542819
Birmingham,52.4729609,-1.8905131,platform,Barford St / Moseley St,319562861
Birmingham,52.4747107,-1.8959051,restaurant,Teppanyaki,319562863
Birmingham,52.4745379,-1.8959171,bar,Mono,319562865
Birmingham,52.4745382,-1.8965422,bar,The Glee Club,319562867
Birmingham,52.4746481,-1.8967935,bar,Apartment 101,319562870
Birmingham,52.4764183,-1.8955038,platform,MK7,319562871
Birmingham,52.4754524,-1.8943012,restaurant,Café Soya,319562875
Birmingham,52.4755259,-1.8940614,supermarket,Spar,319562884
Birmingham,52.476449,-1.8966491,platform,NS5A,319564775
Birmingham,52.4762872,-1.8967645,platform,NS5,319564776
Birmingham,52.4761782,-1.8969288,platform,NS6,319564777
Birmingham,52.4859478,-1.9047736,parking,Unknown,330216064
Birmingham,52.4861788,-1.9057571,fast_food,Coffee on the Square,330216066
Birmingham,52.4844565,-1.907118,car_rental,Budget,330237314
Birmingham,52.4844431,-1.9082153,restaurant,Rayu Pan-Asian,330239419
Birmingham,52.4830882,-1.8991143,parking_entrance,Unknown,330243933
Birmingham,52.4861852,-1.9011449,platform,CN3,330248951
Birmingham,52.4862917,-1.9012724,platform,CN2,330248952
Birmingham,52.4863637,-1.900873,platform,CN1,330250261
Birmingham,52.4846002,-1.9053104,cafe,Saint Kitchen,330253868
Birmingham,52.4846574,-1.9052536,convenience,Simply Local,330253869
Birmingham,52.4836495,-1.9109322,restaurant,The Vaults,330256376
